sic_codes,type,registered_office_address,last_full_members_list_date,accounts,company_name,jurisdiction,company_number,has_been_liquidated,date_of_creation,undeliverable_registered_office_address,status,has_insolvency_history,etag,has_charges,company_status,previous_company_names,confirmation_statement,links,registered_office_is_in_dispute,has_super_secure_pscs,can_file,date_of_cessation,annual_return,company_status_detail
"['11020', '46342', '70100']",ltd,"{'address_line_1': '1 Doughty Street', 'postal_code': 'WC1N 2PH', 'locality': 'London'}",2016-01-28,"{'last_accounts': {'period_start_on': '2022-02-01', 'period_end_on': '2023-01-31', 'made_up_to': '2023-01-31', 'type': 'total-exemption-full'}, 'overdue': False, 'next_made_up_to': '2024-01-31', 'accounting_reference_date': {'day': '31', 'month': '01'}, 'next_due': '2024-10-31', 'next_accounts': {'overdue': False, 'due_on': '2024-10-31', 'period_start_on': '2023-02-01', 'period_end_on': '2024-01-31'}}",GENERAL BILIMORIA WINES LIMITED,england-wales,06804374,False,2009-01-28,False,active,False,c1320f894dbeca8324dec5f20882e25ec731fd96,False,active,"[{'name': 'COBRA INDIA NEWCO LIMITED', 'effective_from': '2009-05-15', 'ceased_on': '2009-05-21'}, {'ceased_on': '2009-05-15', 'effective_from': '2009-01-28', 'name': 'SPSHELFCO (NO.15) LIMITED'}]","{'last_made_up_to': '2023-01-28', 'next_made_up_to': '2024-01-28', 'overdue': False, 'next_due': '2024-02-11'}","{'self': '/company/06804374', 'filing_history': '/company/06804374/filing-history', 'officers': '/company/06804374/officers', 'persons_with_significant_control': '/company/06804374/persons-with-significant-control'}",False,False,True,,,
['11020'],ltd,"{'locality': 'Pulborough', 'address_line_2': 'Nutbourne', 'region': 'West Sussex', 'postal_code': 'RH20 2HE', 'address_line_1': 'Nutbourne Manor The Street'}",2016-06-27,"{'next_made_up_to': '2024-01-31', 'next_accounts': {'overdue': False, 'period_start_on': '2023-02-01', 'due_on': '2024-10-31', 'period_end_on': '2024-01-31'}, 'last_accounts': {'period_start_on': '2022-02-01', 'made_up_to': '2023-01-31', 'type': 'total-exemption-full', 'period_end_on': '2023-01-31'}, 'accounting_reference_date': {'month': '01', 'day': '31'}, 'next_due': '2024-10-31', 'overdue': False}",NUTBOURNE VINEYARDS LIMITED,england-wales,05492268,False,2005-06-27,False,,False,72bae82efcebef2e1e4a8e7405ff7195661bfead,False,active,,"{'last_made_up_to': '2023-06-27', 'next_made_up_to': '2024-06-27', 'overdue': False, 'next_due': '2024-07-11'}","{'self': '/company/05492268', 'filing_history': '/company/05492268/filing-history', 'officers': '/company/05492268/officers', 'persons_with_significant_control': '/company/05492268/persons-with-significant-control'}",False,False,True,,,
['11020'],ltd,"{'address_line_1': 'Nyetimber Vineyard', 'postal_code': 'RH20 2HH', 'locality': 'West Chiltington', 'address_line_2': 'Gay Street', 'region': 'West Sussex'}",2015-07-15,"{'accounting_reference_date': {'day': '31', 'month': '12'}, 'overdue': False, 'next_due': '2024-09-30', 'next_made_up_to': '2023-12-31', 'next_accounts': {'overdue': False, 'period_end_on': '2023-12-31', 'due_on': '2024-09-30', 'period_start_on': '2023-01-01'}, 'last_accounts': {'type': 'full', 'period_end_on': '2022-12-31', 'made_up_to': '2022-12-31', 'period_start_on': '2022-01-01'}}",NYETIMBER LIMITED,england-wales,05509845,False,2005-07-15,False,,False,47ce37846b8ddcc1ab8f894f606e327dd2a6b621,False,active,"[{'effective_from': '2005-08-22', 'name': 'ROMAN VILLA WINERY LIMITED', 'ceased_on': '2010-01-13'}, {'ceased_on': '2005-08-22', 'effective_from': '2005-07-15', 'name': 'LAWGRA (NO.1168) LIMITED'}]","{'next_made_up_to': '2024-07-15', 'next_due': '2024-07-29', 'overdue': False, 'last_made_up_to': '2023-07-15'}","{'self': '/company/05509845', 'filing_history': '/company/05509845/filing-history', 'officers': '/company/05509845/officers', 'persons_with_significant_control': '/company/05509845/persons-with-significant-control'}",False,False,True,,,
"['01210', '11020', '43120', '55300']",ltd,"{'region': 'Kent', 'postal_code': 'TN12 9LT', 'address_line_1': 'Far Acre Farm', 'locality': 'Marden', 'address_line_2': 'Goudhurst Road'}",2015-08-04,"{'next_accounts': {'period_end_on': '2023-05-31', 'due_on': '2024-02-29', 'period_start_on': '2022-06-01', 'overdue': False}, 'overdue': False, 'next_due': '2024-02-29', 'last_accounts': {'period_end_on': '2022-05-31', 'type': 'total-exemption-full', 'period_start_on': '2021-06-01', 'made_up_to': '2022-05-31'}, 'accounting_reference_date': {'month': '05', 'day': '31'}, 'next_made_up_to': '2023-05-31'}",FAR ACRE FARM LIMITED,england-wales,05528189,False,2005-08-04,False,active,False,2c7e979fb83833a3c87d85db5dc1e9b7d16218d1,True,active,,"{'next_made_up_to': '2024-01-01', 'last_made_up_to': '2023-01-01', 'next_due': '2024-01-15', 'overdue': False}","{'self': '/company/05528189', 'filing_history': '/company/05528189/filing-history', 'officers': '/company/05528189/officers', 'charges': '/company/05528189/charges', 'persons_with_significant_control_statements': '/company/05528189/persons-with-significant-control-statements', 'persons_with_significant_control': '/company/05528189/persons-with-significant-control'}",False,False,True,,,
['11020'],ltd,"{'locality': 'Tunbridge Wells', 'region': 'Kent', 'postal_code': 'TN1 1EE', 'address_line_1': '4 Mount Ephraim Road'}",2016-02-13,"{'accounting_reference_date': {'day': '30', 'month': '06'}, 'last_accounts': {'period_end_on': '2015-06-30', 'made_up_to': '2015-06-30'}}",ESP 99 LIMITED,england-wales,05706394,False,2006-02-13,False,active,True,fc8b0fcfe8b9f4e10b663ec37eeee538aea0f7d5,False,dissolved,"[{'name': 'ESPIRITU DE CHILE LIMITED', 'ceased_on': '2016-09-14', 'effective_from': '2006-07-18'}, {'name': 'JACKSONBROOK LIMITED', 'ceased_on': '2006-07-18', 'effective_from': '2006-02-13'}]",,"{'self': '/company/05706394', 'filing_history': '/company/05706394/filing-history', 'officers': '/company/05706394/officers', 'insolvency': '/company/05706394/insolvency'}",False,,False,2017-11-22,,
['11020'],ltd,"{'region': 'Hampshire', 'address_line_1': 'Harroway', 'postal_code': 'RG28 7QT', 'locality': 'Whitchurch', 'country': 'England'}",2015-08-19,"{'next_due': '2024-09-30', 'next_made_up_to': '2023-12-31', 'overdue': False, 'next_accounts': {'overdue': False, 'period_start_on': '2023-01-01', 'period_end_on': '2023-12-31', 'due_on': '2024-09-30'}, 'accounting_reference_date': {'day': '31', 'month': '12'}, 'last_accounts': {'period_start_on': '2022-01-01', 'made_up_to': '2022-12-31', 'type': 'total-exemption-full', 'period_end_on': '2022-12-31'}}",COATES AND SEELY LIMITED,england-wales,06676717,False,2008-08-19,False,,False,aaf6c925bb35d51cc6002bd75aa086e5a81efd3c,True,active,,"{'next_made_up_to': '2024-08-19', 'overdue': False, 'next_due': '2024-09-02', 'last_made_up_to': '2023-08-19'}","{'self': '/company/06676717', 'filing_history': '/company/06676717/filing-history', 'officers': '/company/06676717/officers', 'persons_with_significant_control': '/company/06676717/persons-with-significant-control', 'charges': '/company/06676717/charges'}",False,False,True,,,
['11020'],ltd,"{'postal_code': 'ME15 6SL', 'address_line_2': 'Maidstone', 'locality': 'Kent', 'address_line_1': '74 College Road'}",2015-09-12,"{'last_accounts': {'period_end_on': '2022-03-31', 'type': 'micro-entity', 'made_up_to': '2022-03-31', 'period_start_on': '2021-04-01'}, 'next_due': '2023-12-31', 'next_made_up_to': '2023-03-31', 'accounting_reference_date': {'day': '31', 'month': '03'}, 'overdue': False, 'next_accounts': {'due_on': '2023-12-31', 'period_start_on': '2022-04-01', 'overdue': False, 'period_end_on': '2023-03-31'}}",HERBERT HALL WINES LIMITED,england-wales,06369379,False,2007-09-12,False,,False,053ea4a8b6ca5eeabb02a359a8b83d76f434de11,False,active,,"{'next_due': '2024-09-26', 'next_made_up_to': '2024-09-12', 'last_made_up_to': '2023-09-12', 'overdue': False}","{'self': '/company/06369379', 'filing_history': '/company/06369379/filing-history', 'officers': '/company/06369379/officers', 'persons_with_significant_control': '/company/06369379/persons-with-significant-control'}",False,False,True,,,
['11020'],ltd,"{'locality': 'Heathfield', 'region': 'East Sussex', 'address_line_1': '8 High Street', 'postal_code': 'TN21 8LS'}",2015-11-03,"{'last_accounts': {'type': 'dormant', 'period_end_on': '2021-11-30', 'made_up_to': '2021-11-30'}, 'accounting_reference_date': {'day': '30', 'month': '11'}}",SUSSEX VINEYARDS LIMITED,england-wales,05988051,False,2006-11-03,False,,False,e921cfb366983c550cbf8248aa92ca8ab2c94315,False,dissolved,,,"{'self': '/company/05988051', 'filing_history': '/company/05988051/filing-history', 'officers': '/company/05988051/officers', 'persons_with_significant_control': '/company/05988051/persons-with-significant-control'}",False,False,False,2023-11-21,,
['11020'],ltd,"{'address_line_2': '9 - 13 Holbrook Lane', 'postal_code': 'CV6 4AD', 'address_line_1': 'Desai House', 'locality': 'Coventry', 'care_of': 'DESAI & CO ACCOUNTANTS'}",2015-11-03,"{'accounting_reference_date': {'month': '12', 'day': '31'}, 'last_accounts': {'made_up_to': '2016-12-31', 'period_end_on': '2016-12-31'}}",P G (2006) LIMITED,england-wales,05988314,False,2006-11-03,False,,False,c083c125ed3642187a06aa1131b7b8d9b70e494f,False,dissolved,,,"{'self': '/company/05988314', 'filing_history': '/company/05988314/filing-history', 'officers': '/company/05988314/officers', 'persons_with_significant_control': '/company/05988314/persons-with-significant-control'}",False,,False,2018-06-19,,
"['11020', '64209']",ltd,"{'address_line_1': '18 Fitzhardinge Street', 'locality': 'London', 'postal_code': 'W1H 6EQ'}",2016-04-10,"{'next_accounts': {'period_end_on': '2023-12-31', 'due_on': '2024-09-30', 'overdue': False, 'period_start_on': '2023-01-01'}, 'overdue': False, 'accounting_reference_date': {'month': '12', 'day': '31'}, 'next_made_up_to': '2023-12-31', 'next_due': '2024-09-30', 'last_accounts': {'period_end_on': '2022-12-31', 'period_start_on': '2022-01-01', 'made_up_to': '2022-12-31', 'type': 'total-exemption-full'}}",ST EMILION HOLDINGS LIMITED,england-wales,06206857,False,2007-04-10,False,active,False,dbfe9ad2c8b417c32dacb5c33749e0529a840f58,False,active,,"{'overdue': False, 'last_made_up_to': '2023-04-10', 'next_due': '2024-04-24', 'next_made_up_to': '2024-04-10'}","{'self': '/company/06206857', 'filing_history': '/company/06206857/filing-history', 'officers': '/company/06206857/officers', 'persons_with_significant_control': '/company/06206857/persons-with-significant-control'}",False,False,True,,,
"['11020', '46342']",ltd,"{'address_line_2': 'Chorleywood', 'region': 'Hertfordshire', 'postal_code': 'WD3 5AY', 'address_line_1': '9 Parkfield', 'locality': 'Rickmansworth'}",2015-08-07,"{'last_accounts': {'period_start_on': '2021-09-01', 'made_up_to': '2022-08-31', 'type': 'total-exemption-full', 'period_end_on': '2022-08-31'}, 'next_accounts': {'period_start_on': '2022-09-01', 'due_on': '2024-05-31', 'period_end_on': '2023-08-31', 'overdue': False}, 'accounting_reference_date': {'month': '08', 'day': '31'}, 'next_due': '2024-05-31', 'next_made_up_to': '2023-08-31', 'overdue': False}",GLOBUS WINES (UK) LTD,england-wales,06985131,False,2009-08-07,False,active,False,ad6f0ec0a53fd57dd09550c712f0bcd51472bc86,False,active,,"{'next_made_up_to': '2024-08-07', 'overdue': False, 'last_made_up_to': '2023-08-07', 'next_due': '2024-08-21'}","{'self': '/company/06985131', 'filing_history': '/company/06985131/filing-history', 'officers': '/company/06985131/officers', 'persons_with_significant_control': '/company/06985131/persons-with-significant-control'}",False,False,True,,,
"['11020', '56290']",ltd,"{'postal_code': 'GL20 6HT', 'country': 'England', 'address_line_2': 'Bushley', 'locality': 'Tewkesbury', 'address_line_1': 'Wellingtonia House Churchend'}",2015-08-08,"{'accounting_reference_date': {'month': '08', 'day': '31'}, 'next_due': '2025-05-31', 'overdue': False, 'last_accounts': {'made_up_to': '2023-08-31', 'type': 'micro-entity', 'period_end_on': '2023-08-31', 'period_start_on': '2022-09-01'}, 'next_made_up_to': '2024-08-31', 'next_accounts': {'overdue': False, 'due_on': '2025-05-31', 'period_end_on': '2024-08-31', 'period_start_on': '2023-09-01'}}",ENJOY WINE LTD,england-wales,06985622,False,2009-08-08,False,active,False,78bd81ff8dab182697dfa3028721b563b8e905e6,False,active,,"{'overdue': False, 'next_due': '2024-09-16', 'next_made_up_to': '2024-09-02', 'last_made_up_to': '2023-09-02'}","{'self': '/company/06985622', 'filing_history': '/company/06985622/filing-history', 'officers': '/company/06985622/officers', 'persons_with_significant_control_statements': '/company/06985622/persons-with-significant-control-statements'}",False,False,True,,,active-proposal-to-strike-off
['11020'],ltd,"{'country': 'England', 'address_line_1': 'The Vine House Loddon Road', 'address_line_2': 'Bergh Apton', 'region': 'Norfolk', 'postal_code': 'NR15 1BT', 'locality': 'Norwich'}",2016-06-12,"{'next_accounts': {'period_end_on': '2023-06-30', 'period_start_on': '2022-07-01', 'overdue': False, 'due_on': '2024-03-31'}, 'last_accounts': {'period_start_on': '2021-07-01', 'type': 'micro-entity', 'period_end_on': '2022-06-30', 'made_up_to': '2022-06-30'}, 'overdue': False, 'accounting_reference_date': {'month': '06', 'day': '30'}, 'next_due': '2024-03-31', 'next_made_up_to': '2023-06-30'}",CHET VALLEY VINEYARD LTD.,england-wales,08567296,False,2013-06-12,False,active,False,fd8ee75ce13d2cb9034aa4fec10306d8e9a1c4e7,True,active,"[{'effective_from': '2015-07-10', 'ceased_on': '2021-05-18', 'name': 'CHET & WAVENEY VALLEY VINEYARD LTD.'}, {'effective_from': '2013-06-12', 'ceased_on': '2015-07-10', 'name': 'ANTEROS ART MATERIALS LIMITED'}]","{'next_made_up_to': '2024-05-25', 'last_made_up_to': '2023-05-25', 'next_due': '2024-06-08', 'overdue': False}","{'self': '/company/08567296', 'filing_history': '/company/08567296/filing-history', 'officers': '/company/08567296/officers', 'persons_with_significant_control': '/company/08567296/persons-with-significant-control', 'charges': '/company/08567296/charges'}",False,False,True,,,
"['11020', '11030']",ltd,"{'locality': 'Winchester', 'postal_code': 'SO23 9SR', 'address_line_1': '9 Christchurch Road'}",2016-06-20,"{'last_accounts': {'period_start_on': '2021-07-01', 'made_up_to': '2022-06-30', 'type': 'micro-entity', 'period_end_on': '2022-06-30'}, 'next_due': '2024-03-31', 'next_accounts': {'period_start_on': '2022-07-01', 'due_on': '2024-03-31', 'overdue': False, 'period_end_on': '2023-06-30'}, 'accounting_reference_date': {'month': '06', 'day': '30'}, 'next_made_up_to': '2023-06-30', 'overdue': False}",HAMPSHIRE DOWNS FINE CIDER COMPANY LTD,england-wales,08577353,False,2013-06-20,False,active,False,4df2727465d94f886aabbeba846ea0ddbc7e3691,False,active,,"{'next_due': '2024-06-24', 'next_made_up_to': '2024-06-10', 'overdue': False, 'last_made_up_to': '2023-06-10'}","{'self': '/company/08577353', 'filing_history': '/company/08577353/filing-history', 'officers': '/company/08577353/officers', 'persons_with_significant_control': '/company/08577353/persons-with-significant-control'}",False,False,True,,,
"['11020', '46342', '47290']",ltd,"{'postal_code': 'PE2 8GF', 'address_line_1': '7 Venus Way', 'locality': 'Peterborough', 'country': 'England'}",2015-11-03,"{'accounting_reference_date': {'day': '30', 'month': '11'}, 'last_accounts': {'made_up_to': '2017-11-30', 'period_end_on': '2017-11-30'}}",GUINEXPORT TRADE AND SERVICES LIMITED,england-wales,09292023,False,2014-11-03,False,,False,e23486cc4d327eb93c3c89dfaaa668bd9c8b6fa9,False,dissolved,,,"{'self': '/company/09292023', 'filing_history': '/company/09292023/filing-history', 'officers': '/company/09292023/officers', 'persons_with_significant_control': '/company/09292023/persons-with-significant-control'}",False,,False,2020-01-21,,
['11020'],ltd,"{'address_line_1': 'Broom House 39/43 London Road', 'address_line_2': 'Hadleigh', 'postal_code': 'SS7 2QL', 'country': 'England', 'locality': 'Benfleet', 'region': 'Essex'}",2015-09-05,"{'accounting_reference_date': {'month': '03', 'day': '31'}, 'last_accounts': {'made_up_to': '2017-03-31', 'period_end_on': '2017-03-31'}}",CARLO GARN WINE STORAGE LIMITED,england-wales,08677441,False,2013-09-05,False,,False,736f262688c2559f9c362ac9b3310f66d9f2b14c,False,dissolved,,,"{'self': '/company/08677441', 'filing_history': '/company/08677441/filing-history', 'officers': '/company/08677441/officers', 'persons_with_significant_control': '/company/08677441/persons-with-significant-control'}",False,,False,2019-02-12,,
['11020'],ltd,"{'locality': 'Heathfield', 'postal_code': 'TN21 8LS', 'region': 'East Sussex', 'address_line_1': '8 High Street'}",2015-10-03,"{'next_accounts': {'due_on': '2024-07-31', 'overdue': False, 'period_start_on': '2022-11-01', 'period_end_on': '2023-10-31'}, 'next_due': '2024-07-31', 'last_accounts': {'period_end_on': '2022-10-31', 'made_up_to': '2022-10-31', 'period_start_on': '2021-11-01', 'type': 'total-exemption-full'}, 'overdue': False, 'accounting_reference_date': {'month': '10', 'day': '31'}, 'next_made_up_to': '2023-10-31'}",BREAKY BOTTOM LTD,england-wales,08717583,False,2013-10-03,False,active,False,facc029a83575a5d68a381c91972029601f91912,False,active,,"{'overdue': False, 'last_made_up_to': '2023-10-03', 'next_made_up_to': '2024-10-03', 'next_due': '2024-10-17'}","{'self': '/company/08717583', 'filing_history': '/company/08717583/filing-history', 'officers': '/company/08717583/officers', 'persons_with_significant_control': '/company/08717583/persons-with-significant-control'}",False,False,True,,,
